Comment
Mujhe to prhu ki pravachan sone bina nid hi nhi aata
Ohh Ye Sirf Video Nhi Jiwan Hai Life ka
बाकी ओशो talks ने मुझे उतना कभी पकड़के नही रखा है जितना ये वीडियो ने रखा है। में regularly सुनता हूं सोने से पहले vibes positive ho jati hai
Muze to inki aavaz ne divana kar diya he yarrr
kal tumhare aaj ke astitva se paida hoga uske sapno se nahi
Kon kon ye audio upload hone se phele he sun Chuka hai...
yeh awaz nhi pyar h
Pata nahi isse sunnane se kuch badlega ya nhi par ye voice hi itna sukoon deti hai ki sab mil gya
Ek ek line me jivan ka sar chupa hai
Is se bahot skoon hai
Bro background me music laga Diya Karo koi usse aur sahi lagta h sunne me .
Wari jau me sadguru ke kiya mera bharam sb dur
Waha kya gehrai hai bato main.
Yeh awaz main ik Nasha hai asa lagta hai jese apne rooh ki awaz hai
Osho mera jeevan dhanay huua
Yeh awaaz me koi jaadu Hai
Osho...The greatest master to have ever walked on this earth...The greatest blessing of existence to have ever graced this earth
Kya baat hai. Eye Opening Video.
धन्य हैं ओशो आपकी तार्किक शक्ति wow जी करता है आपको सुनता ही जाऊ
Pranaam guru dev ji
Osho rajneesh ki sbhi baate sach h agar Amir ghr me paida hue ho to
What is the name of the intro song
Hm sb khush kishmat hain ki Osho ki aawaaz hmare liye available hai
"The great Osho,,,, the best filosfer"
He attracts me like anything.it looks as if surrender to everything and go to the Himalayas.... I rarely listen to him....
5 year के serious relation me mujhe cheat kiya gya एक pal को लगा दुनिया hi Khatam hai fir itne salo से suni osho ki baate याद aane lagi जिससे मैंने apne आप को asani से Sambhal liye
Ye duniya se pare bathe h is me duniya h
Nmn Aacharya Rajneesh ji Aap ko st st nmn
Ye aawaj Mai sukun hai
Osho ki awaz seedhe Dil taq paguchti h koi bhi sadguru esa kbhi nahi hua
Ye aawaz osho ki he..?
"Osho ji s Words are beyond human comprehension sometimes because they are very very Deep...but they certainly Enchant the Heart... He guides us in v simple language to reach our Final Destination...all explaining the ""ANTER YATRA""....I.e. INWARD JOURNEY...the Spiritual Journey!!we shall all owe him for ever...Deep Respects to Osho ji.."
Kachche ho ! Thing hit hard
Osho ji is beyond wise
Osho is the one of best personality In the world
Osho k baki videos be free me kyu nahi dete jiske pass pase nahi h vo kya kre
Sahi h vachan apke jeena h vartman me jeena
According.guru.Arjun.Dev.guru.ji
Mai Aab kya kru..........
Sunte jao sunte jao
Parnaam gurudev ji
"Aaj India me dharm ke naam par itna hate fail chuka hai ki log chalte firte bomb ban chuke hai, ab hindu parents apne bachcho se bol rahe hai mullo/katuwo se dosti mat karna,aur Muslim bhi hate se bhare hai, aaj Osho Rajneesh ek jarurat hai, Osho Rajneesh ke liye Ashoka Kaun Banega yahi sabse bada sawal hai"
Shree Sadgurudev Bhagwan ki Jai
धन्यवाद osho hindi इस महीने में 7-8 विडियो देने के लिए
Ye dhavni............... Aahhaaha
Osho... before the time
Guru ji ka ek ek shabd sunne wala hota
Like to support Osho...
OSHO Hindi चैनल के सदस्यता लें - JOIN बटन या इस लिंक पर click करें दैनिक सम्पूर्ण टॉक्स की श्रंखला और विषयबद्ध टॉक्स का संकलन। शुल्क: ₹159 प्रति माह।
Our mujhe bhi shikhna hai shambhvi muddra
Hello mujhe guru ji ke drsn krne hai please
Mujeeb bhi sikna Hai shambhavi mudra
Shree shree sadguru charno me naman
Om Jay Shri Krishna ji
Mujhe koi abhi tk koi anubhav nhi hua Sadhguru. Kripa kre. Namaskaram
IIT abay ne ye apne ek video me bataya h
Mere paas dusra koi rasta nhi hai mai isha bhi gya tha waha bhi help nhi mil paayi guru ji hi nhi mile plss ye msg dena last option h ye mere paas
Plss mujhe jaldi batanaa jyada time. Nhi bacha hai mere paas
Mai khojana chahta hu guru ji ko ye msg dijiyega plss sirf aap hi ye msg unko de sakte ho plsss plsss plsss chennal ke oprator majak nhi kar rha hu mai
I like you sadguru ji
Sadguru ji menu shivratri par Bula lo ji I love shiv
Laxmi Narayan je ke kripa se aapke har khwahish pure ho aap hamesha khush rahe jai mata di
Maine cigaret isliye p thi kyunki Dua udata hai isliye Dubai Ne mujhe Udaya FIR fir chhod di
"आंतरिक खुशहाली चाहने वाले एक बार ईशा योगा सेंटर कोयंबटूर जरूर जाए ,हिंदी बोलने वाले भी, भाषा कोई मायने नहीं रखती ,अगर आप वास्तव में इच्छुक है, यह जरूर काम करेगा, मुझे भी इंग्लिश नहीं आती, but यह मेरा personal experience है"
Shat shat naman guru ji
Bilkul sahi priy Sadhguru Namaskaram
"Ji bilkul, namaskaram"
Ab apne app ko yog me dhal dhunga...
Om Jay Shri Radhe Radhe ji
Ji guru ji okay
Shree shree sadguru charno me naman
Namaskaram sadhguru ji
Very nice Sadgurudev. Yeh understanding bahut aavashyak hai.Very nice ideas very nice thought.
Sadguru yaha koi nai sunta h log bas use kr rahe h aur use ho rahe h
heart bhi nahi dena chahiyeah
Dil se aapko ham guru mante hain jai ho prabhu namaskaram
Sadguru ji mere hai
Sadhguru jee ko sat sat pranam
Jai ho Gurudev bhagwan ki jai ho kripa nidhan mha prabhu ki jai ho
M aisa hi krti hu
Wahhhh kyaa baat bol di apne mahatan. Jai ho. Har har Mahadev
Sadguru Ne Aisa Kyon bola koi reply kar sakta hai kya uska jawab main dunga
Thik hai mai vachan deti hu Sadhguru Ki mai ab har kisi se utna hi prem karungi jitna mai apne aap se krti hu
Sadguru ji aap k charno me koti koti naman
I will try to do it
Mai to khaali space ko bhi pyaar karti hu
Adbhudh Mai koshish karungi. Mai apke charno me apna sar rakhna chahti hun.
Mere rongte khade ho ge Sadguru
"sahab sadguru ji , mujhe mukati jahan tak mera samajhana usi din ho gaya jab mujhe Chaari ji ke dwara Babuji mujhe mile. Mujhe usi din mukati mil gaya hai. Ab to Ram Rahim 2no mujhe 1 hi lagate hai. Hai n ji... ohi hai m"
Namaskar sahab mere malik mere gubar maharaj mujhe to U sab se ose hi pyar karana sikhaye hai jo aap abhi aap bol rahe hai.
Kitna acha video
I love you SadGuru ji A
Sad guru hum bhi aap se pyar karte hai
Aise uttam bichar ekk Param Attma Ishwar se hi as sakte hai....
Mai bhi guru ji
"Jeev matar me shiv darshan , janam maran se mukti"
KyA bat hai agar aisa ho jaye to
Namaskram Sadhguru ji Koti Koti Pranam Guru ji Koti Koti Prana Guru ji
aap to bhagwan g ka prakat roop ho
Yahi to bhagwan ki niyati h jise smjhne ki jrurat h radhe radhe ji
Mahan se bhi mahan hamare pyare sadhguru koti koti namaskaram sadhguru
Maharaj ji namaskar ji dhanyvad ji
Aapka pyar hmare sath hai to sab kuch sambhav haithanks sadhguru
Sadguruji ko mera parnam ..jo aap ne guidance kiya me apne jivan me jarur follow karugee
Namshkarm shadgru Dev aapka bahut bahut dhanyawad
Sadguru ki Jay ho
me yesa njr rkhti hu lekin siva ka
Thik hai guru ji
Koti koti pranam hai sadguru ji aapke shree charno me
Sadguru ji aap k charno me koti koti naman
Love you sadguru ji
Namskaram satguru ji Koti koti pranam Guru ji Koti koti pranam Guru ji
Namaskarm Sadhguru ji
Namaskar ji dhanyvad ji
Laxmi narayan je ke kripa se aapke har khwaish pure ho aap hamesha khush rahe jai mata di
Jai ho mara laxmi narayan je ke
Muslim log jab dharm ki baat karte hai to mobile bhi to haram hai
21 june enternational योग दिवस
Namaskaram sadhguru ji
"आंतरिक खुशहाली चाहने वाले एक बार ईशा योगा सेंटर कोयंबटूर जरूर जाए ,हिंदी बोलने वाले भी, भाषा कोई मायने नहीं रखती ,अगर आप वास्तव में इच्छुक है, यह जरूर काम करेगा, मुझे भी इंग्लिश नहीं आती, but यह मेरा personal experience है"
Laxmi narayan je ke kripa se aapke har khwaish pure ho aap hamesha khush rahe jai mata di
Sadhguru kis business man ki baat kar rahe hain?
Satguru aapka bahut bahut dhanyvad hamen Devi ki kripa prapt karne ke liye
Namaskar ji dhanyvad ji
Thank you sadguru ji
Sadar pranam sadhguru ji
आज सद्गुरु और जावेद अख्तर का साक्षात्कार देखा! उनकी बातें zyada सही लगी
Ye episode pure India ko dekhna chahiye.
Laxmi narayan je ke kripa se aapke har khwahish pure ho aap hamesha khush rahe jai mata di
Bhai log rathee ke vdo me likhna Indian youth ki physical and mental pr bhi vdo bana diya karo
Kon Kon Chahata Hai ki Ranveer Allahabadia ko Jail honi Chahiye
Ji suru ji. Ab se me apke dikhaye or bataye age raste pr chalunga
Maharaj ji namaskar ji dhanyvad ji
Jai ho sad guru ji ko naman aur praman Kalyan karen rakcha karen Om namah shivay
"आंतरिक खुशहाली चाहने वाले एक बार ईशा योगा सेंटर कोयंबटूर जरूर जाए ,हिंदी बोलने वाले भी, भाषा कोई मायने नहीं रखती ,अगर आप वास्तव में इच्छुक है, यह जरूर काम करेगा, मुझे भी इंग्लिश नहीं आती, but यह मेरा personal experience है"
Jai sadguru ji Maharaj
Love you guru...you are best time sir you meet the guru......it can not better any..
Kash me bhi apse mil pau sadguru
love you sadguru ji Maharaj
Namaskar ji dhanyvad ji
Namaskaram guru ji
Jayden smith ko thik karo
Jai Sadhguru ji Pranam
Mere ghar bhi sadguru aayen
Mere most feveret person ko mera dil se prnam love u Sadhguru
Jai ho sadhguru ji
"OSHO: जीवन का परम सत्य जीवन के सत्य कहीं दूर आकाश में नहीं छिपे। वे यही लिखे पड़े है चारो तरफ। पत्ते-पत्ते पर और कण-कण पर वेड लिखे है, बस देखनेवाली आंख चाहिए। अनुभव के फूल इक्कट्ठे करके मत रखना, उनका इतर निकलना, तभी सत्य मिलेगा।"
"The sound of the whistling train in the background takes me back to my childhood in India. Loved this discourse from you, Gurudev."
17:21 yaha aap galat hai sayad
I AM 20 YEARS OLD NOW AND IT IS still RELEVENT TO ME
Osho ko Koti koti parnam
Aisa lgta he bhagwan bol rhe he
He is Master of the Masters
khud ko bhi samjh pa rahi hun
I Love you osho hamne aap se to ek cheej jarur samjh paya ki dekhe kaise is duniya ko
भगवान ~ भाग्यवान OSHO ओशो
Koi kahi nahi jata sab yahi rahte hai
Mere shabdh bhi nhi uth rahe ki me kya bolu ye chhote chhote shabdh bhi likh kr
12:11 me shyad galti se hi Osho ne kaha atit aur vartman ko Jane do. Wo asal me atit aur byavisyat hogi.
please #OSHOHindi starting wale music ka naam kya h
OSHO आप कहा चले गए
Yaha pe ek Mistake Hai Osho 12:08
Har samasya ka Hal inke pas bhagvan ka rup
Bhart ke sath pure wold me sb se mhan purush
2024 m kon kon sun raha h
Osho इंसान नही एक विचार / दृष्टिकोण हैं
Osho jaise koi na aya hai na ayega is dharti pe mahan purush the wo apne waqt se bahot aage the or ane wale wakt k bhi..
Osho Bhagwan ki jai
Osho ka naam he tan man me halchal mach jaate hai...rajnesh...
The crux of all meditation techniques is to bring the consciousness in present !!
Train ki awaz kisne lagaie
Mun chicken chilli hai
Let me listen again and again
"Osho ke sirf discourse sun ke kai logo ne apni life theek ki hai, I am one of them, love you Osho"
Mere pass sabad nahi hai
Mere osho kohinur hai
"Ye bahut buri baat h, agar m aaj me duba rahunga to Kal ke lie paise kaise jutaunga"
Ye bahut galat baat h
Sadguru ji bhagwan ji
Dhamal me joke use hoa h
Osho sabse mahan sabse mahan
What's this music in the intro and outro of the video?
Osho wani man ko Shanti deti hai
Ye seen to dhamal movie m hai
Mulla nasreeudeen ki kahani bahut majedar aur sikhaprad he..
Mane suna Hai mulla nasruddin
Dhamal movie mai yhi se wo scene liya gya h..
हिंदी वीडियो में हिंदी Subtitles कोन लगाता है भाई
that's why he's the goat. THE G.O.A.T
mulla to chutiya nikla har baar ki tarah
आपलोग बहुत अच्छा काम कर रहे हैं । बस एक विनती है। OSHO के नदी समान ज्ञान को रोके ना ये अमृत को बहने दे । विशिष्ट OSHO TALKS जैसे को छुपायें ना । नदी को कुछ जगह पर कुछ विशिष्ट लोगो के लिये रोक कर गंदा ना करे ।
kya audio h!! bhut hi sukoon wala
Hari Om tat sat my friends शुक्रिया
"Osho naman, esa lagta hai jaise satya ka anubhav ho raha ho"
Koti koti naman hai aise mahapurush ko jai shree Ram
Osho ko Jaan bhuj ker mitya gaya jaise budh ko...Varna log man ki baat ..khatawachak..or ram rahim ko ye neta..log kise pida kerpate.. Man ki baat..to desh ko Osho ki suni chahiye to suna koi or reha hai
We have lost the greatest philosopher of the world namo osho rajnishji
I'm at my lowest. I feel extreme hopelessness and thoughts of future and past are hurting me. I'm forever greatful to this man for the 2nd life he's given me.
Parbhu Osho Aap ki AmritVani ka RasaSwadan kr ke me Dhanya Ho gya hu Parbhu Osho. ..Aapko koti koti Naman ParamGuru Parbhu Osho
Great thoughts sir
12:07 atit aur bhavisya ko jane do.
asli yehi amrit hai
Sirf सुनते सुनते
"Waw, kya kahhu thanks for post"
Adarniya mahan saint osho ji ko sadar parnam.
Osho jaisa koi nahi
Playlist me उपस्थित video ke लिये join maangaa ja rha hai. Kya aaj ke datee bhi aise prawakta ko join ki जरूरत है.
Bhart ke kohinur hero osho
Anant bhai ke bole par aaya hu idhar.!!!
Jai ho osho महाराज की
Sabse bade gyani .
Aise mahapurush shadiyo ya hazaro salo me kabhi kabhi hote hai
Bahot acha laga sunke
"Osho ,,,The greatest master to have ever walked on this earth... The greatest blessing of existence to have ever graced this earth"
Osho... The greatest master to have ever walked on this earth... The greatest blessing of existence to have ever graced this earth
Osho naman great speech Dusra osho fir janam nahi le sakta
Mulla nasruddin hi aaj ka Dr. Zakir naik hai .......
Osho jasa na koi hua hai OR shayad hi koi Ho paye
The same incident was in dhamal movie . Shabnam
"ओशो मुझे सभी सदगुरओ / भगवानो से अजिज क्यों है ओशो महासागर है जिनमे कई सागर समाये हुए है उपनिषद से कृष्णमूर्ति तक कृष्ण से मिरा तक गोरख से लालनाथ तक बुद्ध महावीर से सहरपा तिलोपा तक पतंजली से रामकृष्ण तक कामसूत्र से रामसुत्र तक मंत्र से तंत्र तक मुझे कम ही सदगुरू नजर आये जिन्होने अपने समकालीन किसी अन्य सदगुरू को एकनालेज किया हो बुद्ध और महावीर भी न कर पाये जैसे कृष्णमुर्ति कि पुस्तक प्रथम और अंतिम मुक्ती का जिक्र करते हुए कहते है ईस पुस्तक को हाथ मे लेते समय मेरी आंख से पानी झर रहा है ओशो का अपने शिष्यो पर सबसे बडा उपकार है कि उन्होने (ओशो ने ) उन्हे( शिष्यो को ) सैकड़ो बुद्धो से परिचय करा दिया जिसे जो प्रतीकर लगे उसकी राह चल ले और अपनी ""मंजिल/ बुध्दतव / भगवता/आत्मा/ न डिगने वाली परम शांति को पा लेना ओशो ने करीब करीब अपने हर प्रवचन मे कहा है मेरी हर बात मत मान लेना मुझे पकड न बैठना मेरी बात सुनना समझना और संसार मे रहकर जांच पड़ताल करना .... सही लगे तो आगे बढना...फिर कहा मेरे बताए ध्यान प्रयोगो मे गहरे उतरना ... अपने अनुभवो को कई तरह से जांचना परखना फिर उन ध्यान विधीयो को छोड देना ध्यान से हुए अनुभवओ को सिर्फ आँख बंद कर मौन मे बैठ महसूस करना और ईन अनुभवो को महसूस करने मे जो जो विचार मान्यताए बाधा डालती हो उन्हे छोडते जाना ... फिर ईन अनुभवो को भि छोड संसार मे ही रह कर इस तरह धीरे धीरे परम शांति को मौन को उपलब्ध होना ... ओशो ध्यान से शुरुआत करवाते है फिर ध्यान छोड मौन रहने कि सलाह देते है फिर एवेयरनेस कि बात करते है फेसबुक पर 95% लोग वो है जिन्होने सही से ध्यान नही किया है तो उन्हे ध्यान के अनुभवो का कोई अनुभव नही फिर जिन्होने ध्यान किया है या कर रहे है वो ध्यान नही छोड पा रहे है तो उन्होने ध्यान से होने वाले अनुभवओ को मौन मे चेक नही किया है न ही अपने मन मे उठने वाले विचारो का कभी घंटे दो घंटे मौन बैठकर विश्लेषण किया और फिर घर परिवार बाजार मे रहकर मन मे उठने वाले विचारो का विश्लेषण किया है अब वो सभी Enlightened है सिधे awareness की बात करते है और कहते है ध्यान और मौन की क्या जरुरत हम तो Aware है ऐसे लोगो से सावधान रहना .... ऊन लोगो जांचना क्या वो मन के मोह , चालाकी ,महत्वाकांक्षा , बनावटीपन, इर्षा, दुसरो का ध्यान खिंचने की प्रवर्ति, दुसरो को condemn करने कि प्रवर्ति से थोडा भि मुक्त हो पाए है अगर हो पाए हो तो उनका सानिध्य करना वर्ना दुर हो जाना ये सब बाते साधक के लिए है आम आदमी और तथाकथित Enlightened लोगो के काम की नही है मौन और आचरण साथ साथ चलेगे केवल मौन या केवल आचरण आया है तो ये ध्यान से न आया होगा .... हो सकता है दोनो झुटे हो .. साधक कि तरह ही चलना और ध्यान के साथ साथ ओशो खुब पढना कम से कम 30-40 पुस्तक तो जरुर पढना उनमे प्रमुख है शिक्षा मे क्रांति से शुरुआत कर गोरख, पतंजली, बुद्ध पर धमपद ,और कृष्ण की गिता बाकी जितना पढो उतना कम रोज रोज मन पर मैल जमा होगा तो रोज रोज ही पढना पडेगा साफ करने के लिए.... जब तक की संसार की चीजो के प्रति मन का आकर्षण कम या खत्म नही हो जाता है चित से जितना मैल साफ होगा उतना ही हम मौन बैठ पाएंगे... एक घंटे से शुरुआत करना... मौन से उठने के बाद तुम्हे तुम्हारे आस पास के लोगो बीवी बच्चे या परिवार के अन्य सदस्य या जो भि आसपास हो उन्हे हग करने का बाहो मे भरने का मन हो तो जानना मौन घटित हुआ है प्रेम घटित हुआ है ... मौन को जाचने का यह एक उपाय है ... बिना मौन बीवी बच्चो या अन्य किसी को हग करने का बाहो मे भरने का मन हो तो समझना यह या तो मोह है या उतेजना है .... कई बार तो ओशो छोटे बच्चो की तरह आग्रह करते नजर आते है "" जैसे एक प्रवचन मे कह रहे है मै तुमसे हाथ जोड़कर कर कह रहा हु दोबारा कहते है मै तुमसे हाथ जोड़कर कह रहा हु बुध्द तुम्हारे भीतर ही विराजमान है "" साधक को सत्य से परिचित कराने का ईतना प्रेमपूर्ण आग्रह तो कृष्ण और बुध्द भी न कर सके कृष्ण भी गिता सिर्फ अर्जुन को कह पाए ओशो ने गिता हर उस साधक से कह दि जो परम शांति मे उतरने को थोडा भी उत्सुक है"
"नमन, the best thing is - ther is no additional background music."
OSHO's thoughts are really Great
छाया यानी माया वर्तमान में आने का नाम ध्यान A great philosopher Bagwan Rajneesh Sat sat naman
You are DIAMOND of humanity
आध्यात्मिक कविताएं सुन ने के लिए क्लिक करें। Also please help me to reach 1000 subs.
Sach main dil sa bolo Osho ji na bhoot Prashan th dil main hai una ka uter de ya hai har gaya th zindagi sa Thanku is pravachan ka liya dil sa
Aachi hai video
Andar dekhne se do hi sthithi dekta Hoon jeevan aur maran
Kya mantra jaap kathin h kya
Kashkranti@ gmail.com .bachpan me mili thee pustak is malik is bhagwan ki maine parkaash pah liya.lekin is sansar me maot ka ilaaj nehi koi khoj pahaya bachpan se aaj tak jab main earth kisi ki dekhta hu mare ander ajib halchal hoti hai ki sab raogo dawa hai medicin hai magar maot koi nehi aaj sare vishaw sere desho karona mahamari ki chapet me hai Maine jo giyan payah oske hisab se tika hee maatar ilaaj hai weh patoto ahloo hee hai ahloo ko miti ke parha rahe ose nami multi rahe weh apni jarhe nikalna shuru kar deta hai phir se ohgna lagta hai ahgar iske parjogshala me aalag aalag parjog kiye jaye maot ko jivat kar sakte hai
Kitni sahajata se sookshma me jakar jeevan ke vividh vidhanon ko batate hai
Very nice so good parnamji se
"Bhagwan Osho, the Kohinoor of India..."
बस हमारे लिए आप ज्यादातर जिए हो भाई ओशो का meaning मुझे नही पता लेकिन अब पता चल ही गया ओशो यानी ॐ दर्शन All is well ओम् Show
Speakers like Osho are unlikely to born again in my lifetime
mere jeewan ka sabse anmol parvachan hai yeh....
please send me the link of part 1
Mere sadhguru.. aapke charno me mera barambar pranam.. likh nahi paa rha kitna prem hai aapse.. kitna kritagya hu.. mere ashru aapko bhaint krta hu
Osho ki aavaj bohot pyari hai. Hindi bohot aachi hai
Where can i get the full audio discourse. Fir amrit ki boond padi
Osho ekmaatru guru hai
Ye stri bali same baat to dhamaal movie mai hai.
Osho naman kuch time se dhihan nahi lag paraha kya karna chahiye
Pura kaha se milega
OSHO KA SAMAN IS DUNIYA ME KOI NAHI
अतीत‌ और वर्तमान को जाने दो? यह स्टेटमेंट शायद slip of टंग है।
osho maharaj (naman) aap ke muqh se nikle huwe har shabd prabu ke hai videos banane waloun ka danyawad
Ek विवाहित होगया इसीलिये और एक अविवाहित रह गया इसीलिए सिर पिट रहा है
that tuning in the beginning where can i find the full version
Osho Mere Guru aap ko pranam
One of the greatest logician
mann ka prapanch se mukt hona jo raakh hai samay lotta nahi jibit ko murdo ke samne jhuka rahe ho tum jiyoge do kal ke beech dhyan karke prabhu charan par man ko loutao
jiska brakup hua ho usko osho ka ye pravachan sunao
Osho jaisa duja na koi
Osho k jaisa aaj tk koi aadmi nhi hua... Bahut mast aadmi h...
Mulla Naseeruddin the most entertaining person
"OSHO: जीवन का परम सत्य जीवन के सत्य कहीं दूर आकाश में नहीं छिपे। वे यही लिखे पड़े है चारो तरफ। पत्ते-पत्ते पर और कण-कण पर वेड लिखे है, बस देखनेवाली आंख चाहिए। अनुभव के फूल इक्कट्ठे करके मत रखना, उनका इतर निकलना, तभी सत्य मिलेगा।"
Jai Shri sadguru ji Maharaj
Param aatma swarup ka jatan nahi kar paya bharat desh. Kaas mai 1 baar bhi mil pata in magan aatma se
2025 me kon kon sun raha he
He parbhu ek baar bhir se aa jao
Osho ji naman app jesa doosra koi nahi hai love you app great ho
like Taki Mai phir sun saku
Vasna ka mulla .or kuch bhi nahi vasna ka mulla kabhi sashtro ko nahi jan sakta.sashter hi satya hai .jaise pani apne app ko saf karna janta hai . Waise hi sanatan bhi apne app ko saf karna janta hai.
The great mazacian Osho
Osho legends in the world
ਅੱਜ ਦੇ ਧਾਰਮਿਕ ਪਾਖੰਡੀਆਂ ਦੇ ਧੰਦੇ ਲਈ ਔਸੌਂ ਬੜੀ ਚਨੌਤੀ ਸਿੱਧ ਹੋਣਗੇ ਜਿੱਤ ਸੱਚ ਦੀ ਹੋਵੇਗੀ Osho ji is God
Ha hame bhi osho ki jarurat he onse ajj ke inshan sudhar sakthe he
Iska sari discourse
Greatest respect towards to you feet
Agar apko nhi sunta to mera jivan dukhmay banta....jab se apko suna hai gurudev tab se mere sab dukh gayab ho gaye....
प्रेम परमात्मा है OSHO Rajnish
Rebellion hi revolution la Sakta hai.
Dhanyawad app ko osho naman
मैं तो fan हो गया आप का !!
The great osho of my world
"app ne logo ko apni soch de hai Osho, apne anubhav par jivan jine ki raah de hai."
Itna Ghamand. Moodh Followers..
Anubhav se hi sachcha gyan hai
Mujhe pehle se pata tha. Ur so predicted
Na bhuto na bhavishyati osho Osho
